"p",4.23830270077
"h",-2.56306945762
"p",5.41463472736
"h",-3.11715211168
"p",4.02861573932
"p",3.38187176377
"p",3.8614233412
"p",4.84562920727
"p",1.78738323935
"h",-3.76077314215
"h",-3.17363771928
"p",2.77519612396
"p",4.43059136349
"h",-4.15880874657
"h",-3.1829271729
"h",-3.74633740969
"p",4.84849087111
"p",3.61034662469
"p",2.85780539416
"h",-3.03947202448
"h",-2.49538154244
"p",4.50878086167
"p",2.68322652138
"p",4.09067753405
"h",-3.32779421427
"h",-2.85882259156
"p",2.99606445727
"h",-3.58050250661
"p",3.30335017659
"h",-4.69315620434
"h",-4.11963478233
"p",5.54397427077
"p",2.82702853528
"h",-2.99136712936
"p",2.40588794004
"p",2.4143749736
"h",-3.35179155282
"p",4.97830918231
"p",4.73518752155
"h",-4.11483223082
"h",-2.47714777555
"p",5.4081450278
"p",3.16467929755
"h",-4.35423366089
"p",4.60084986648
"p",3.69083227398
"h",-2.84154478685
"h",-2.49073641346
"h",-4.36607812443
"h",-2.05476968909
"h",-3.52034258158
"p",3.98512134495
"p",2.89088608416
"h",-2.16664839468
"p",2.55990198594
"p",4.60223128788
"p",4.22220452818
"p",3.93317134996
"h",-2.49205456475
"h",-2.4755708733
"h",-3.48912479608
"h",-3.37845570783
"p",4.02788325857
"p",5.04039448396
"p",2.975993149
"h",0.654818856348
"p",4.41748089728
"p",2.99556448895
"p",4.11499601831
"h",-4.29758362217
"h",-3.88580475832
"h",-2.79712929309
"p",4.9478096828
"h",-4.16443938589
"p",5.3115974431
"h",-5.03897454475
"p",2.85446156506
"p",4.52643903458
"p",4.0425825809
"h",-3.47732829359
"h",-5.23903677379
"p",3.95229211215
"p",4.9315266362
"p",3.82570982494
"h",-3.93169774409
"h",-2.86266272618
"p",5.46647686915
"h",-2.61381606851
"p",1.80140994029
"h",-4.18959027087
"p",2.78393178501
"h",-4.3176698546
"p",1.81844110093
"h",-2.73699812453
"p",3.95489469402
"h",-1.98412745795
"h",-1.77554676645
"h",-2.73552511411
"p",3.68266294255
"p",4.42861685137
"p",2.92312813802
"p",3.47706651557
"p",3.31472131592
"h",-3.49149679737
"h",-3.09233949785
"p",2.8458062069
"h",-4.30548819838
"h",-2.19525135172
"p",3.25768054134
"p",5.50094245675
"h",-5.39865323832
"p",4.5613409965
"p",2.63829044057
"p",2.40787630836
"h",-3.2053453724
"p",2.7333974224
"p",3.95889819652
"p",2.79416331674
"h",-4.08747634442
"h",-3.53543592504
"p",2.84338813383
"h",-3.35120261437
"p",3.46710416373
"h",-2.84319982865
"h",-2.99596932644
"h",-2.71706851443
"p",2.39231953179
"p",3.05940003929
"h",-4.27777209176
"p",4.27251376028
"p",3.61848232764
"p",2.83183654028
"p",2.40452138344
"p",4.10011121884
"p",4.15314165824
"h",-3.02281037756
"h",-1.46601350861
"h",-2.83121593353
"h",-3.84988648389
"h",-2.5011037307
"h",-3.27979867254
"p",4.48867200156
"h",-2.07997779129
"h",-3.30233126824
"h",-3.62277840128
"h",-3.10096659676
"p",3.37043416551
"h",-3.48538115624
"h",-4.15730267829
"p",3.80712637852
"h",-5.33348823585
"h",0.536830777707
"h",-3.5004717817
"h",-0.323680843072
"p",3.15201722559
"h",-2.28846025381
"h",-2.90869611747
"p",2.89653656078
"h",-4.25922512415
"p",3.57688763117
"h",-2.98642189594
"p",2.57314510765
"h",-3.91441861318
"h",-2.83800010019
"p",5.24456321778
"h",-3.09596075016
"h",-3.43692811332
"h",-3.99087224196
"p",2.56873557442
"h",-3.64678256556
"p",2.42957356646
"p",4.46470282113
"h",-2.38902090227
"p",2.97927771708
"p",3.19771692703
"p",3.25806692633
"p",2.6533632858
"p",4.02387002029
"p",2.37803888803
"h",-3.70050769725
"h",-2.7303452533
"h",-3.31509459719
"p",4.54322213332
"p",2.65618223825
"h",-3.55063708107
"h",-3.71819891674
"p",4.08702799096
"h",-2.38260345416
"p",2.28549892887
"h",-1.85972960568
"h",-5.83612072554
"p",2.27900819138
"h",-3.58573731511
"h",-2.50956889933
"p",4.2256269973
"h",-3.64617110502
"p",3.90218693916
"h",-2.72435159486
"p",3.96013707806
"h",-1.17506614399
"h",-2.28826620676
"p",3.96937910771
"p",4.94947759783
"h",-3.33376395935
"p",3.14401380407
"p",3.04732842278
"h",-3.69822850654
"p",4.4414066681
"h",-2.65121111289
"h",-2.94801268692
"h",-3.16741344148
"p",4.77142222999
"p",3.75642232786
"p",6.08612938316
"h",-0.15675230063
"h",-3.19361732052
"h",-1.65442002826
"p",4.11036311793
"h",-2.30532756999
"h",-5.04777856845
"h",-3.03164505344
"h",-2.78960171788
"p",2.97353704922
"p",3.60438125761
"p",4.03353382738
"p",4.45619466039
"h",-4.31564932424
"h",-3.4404318236
"h",-4.32461326014
"h",-3.83415295304
"h",-3.18212766973
"h",-2.61011565518
"h",-3.7662110796
"p",3.53216343734
"h",-1.03859584967
"p",4.80035848665
"h",-4.17143035209
"p",4.31691734851
"p",1.50881747665
"h",-3.34104514529
"h",-1.46474509381
"p",2.3142556689
"h",-1.55961415593
"h",-3.04781938024
"p",4.70900553051
"h",-3.79571912664
"p",1.5546995067
"h",-4.45865926719
"h",-3.94420047784
"h",-2.55545587708
"h",-3.61731939222
"h",-3.08821352224
"h",-2.78224296053
"h",-3.83299433354
"h",-3.86110050101
"h",-3.98362987672
"h",-4.05318180421
"p",4.31267116535
"p",3.38356380049
"h",-3.03994543753
"h",-2.73563799797
"h",-4.03506195636
"h",-4.21290253951
"p",2.77900610894
"h",-2.61876022938
"p",4.09246430758
"h",-4.12645043668
"h",-4.04112048378
"p",5.00239065121
"p",3.97883259914
"h",-4.0442065044
"h",-3.44215850372
